,id,display_name,works_api_url,h_index,works_count,country_code
582,https://openalex.org/A5090183461,Daniel S. Nagin,https://api.openalex.org/works?filter=author.id:A5090183461,95,330,US
583,https://openalex.org/A5035198055,Ashiqur R. KhudaBukhsh,https://api.openalex.org/works?filter=author.id:A5035198055,8,77,US
584,https://openalex.org/A5025695582,Indira Sen,https://api.openalex.org/works?filter=author.id:A5025695582,20,51,DE
585,https://openalex.org/A5010879920,Mattia Samory,https://api.openalex.org/works?filter=author.id:A5010879920,8,42,DE
586,https://openalex.org/A5006818101,Ollin Langle-Chimal,https://api.openalex.org/works?filter=author.id:A5006818101,3,11,US
587,https://openalex.org/A5019136836,Max Pellert,https://api.openalex.org/works?filter=author.id:A5019136836,7,19,DE
588,https://openalex.org/A5085216442,Hannah Metzler,https://api.openalex.org/works?filter=author.id:A5085216442,8,43,AT
589,https://openalex.org/A5074848625,Michael Matzenberger,https://api.openalex.org/works?filter=author.id:A5074848625,1,1,AT
590,https://openalex.org/A5005255669,Dong‐Woo Lim,https://api.openalex.org/works?filter=author.id:A5005255669,10,47,KR
591,https://openalex.org/A5017769922,Mikiya Tanaka,https://api.openalex.org/works?filter=author.id:A5017769922,30,142,JP
592,https://openalex.org/A5061164871,Sagar Joglekar,https://api.openalex.org/works?filter=author.id:A5061164871,10,61,GB
593,https://openalex.org/A5076141953,Varun Tandon,https://api.openalex.org/works?filter=author.id:A5076141953,5,56,US
594,https://openalex.org/A5091834342,Michael Vincent Arnold,https://api.openalex.org/works?filter=author.id:A5091834342,6,42,US
595,https://openalex.org/A5077228817,Peter N. Dodds,https://api.openalex.org/works?filter=author.id:A5077228817,66,196,AU
596,https://openalex.org/A5038043083,Sanja Šćepanović,https://api.openalex.org/works?filter=author.id:A5038043083,9,63,GB
597,https://openalex.org/A5005931232,Peter J. Rentfrow,https://api.openalex.org/works?filter=author.id:A5005931232,50,176,GB
598,https://openalex.org/A5068906697,Gabriele Etta,https://api.openalex.org/works?filter=author.id:A5068906697,4,18,IT
599,https://openalex.org/A5038309211,Michele Avalle,https://api.openalex.org/works?filter=author.id:A5038309211,1,2,IT
600,https://openalex.org/A5070356107,Matthew R. DeVerna,https://api.openalex.org/works?filter=author.id:A5070356107,5,19,US
